workerid,rt,color_other,color_target,n_total,response,n_target,slide_number_in_experiment,count,colorblind,language,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
0,10828,white,black,100,"[u'A little', u'Few', u'A small amount']",11,12,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,10873,black,white,100,"[u'Half', u'Some', u'A couple']",46,13,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,14612,black,white,100,"[u'Half', u'Some', u'A bit']",68,14,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,4865,black,white,25,"[u'All', u'Several', u'Many']",25,15,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,5111,white,black,100,"[u'Many', u'A lot', u'Most']",85,16,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6847,black,white,5,"[u'Half', u'Three', u'Several']",3,17,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,7943,black,white,10,"[u'Three', u'Some', u'Half']",3,18,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,7880,white,black,25,"[u'Half', u'Some', u'Several']",18,19,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,3908,black,white,5,"[u'All', u'Five', u'Most']",5,20,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,3940,white,black,100,"[u'Half', u'Some', u'Many']",40,21,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,5154,black,white,10,"[u'Half', u'Some', u'Five']",5,22,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,4458,white,black,5,"[u'None', u'Zero', u'Nary']",0,23,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6786,white,black,25,"[u'Half', u'Some ', u'Many']",13,24,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6760,black,white,5,"[u'Few', u'One', u'Little']",1,25,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,5495,black,white,25,"[u'Some', u'Half', u'A few']",9,26,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
0,6401,black,white,100,"[u'Some', u'Half', u'Several']",55,27,English,no,English,2,Female,32,,,Yes,2,Windows,1080,1920,Firefox,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3PJUZCGDJ7O6HT1M508FPV4M8RJ98K,0,Approved,Mi Mai 17 21:58:46 MESZ 2017,Mi Mai 17 13:34:09 MESZ 2017,Mi Mai 17 13:38:46 MESZ 2017,Mi Mai 17 21:59:27 MESZ 2017,,,,,{},3.9724333333333335,[]
1,16463,black,white,100,"[u'seven', u'', u'']",7,2,english,no,english,1,Male,26,,,Yes,2,Windows,1024,1280,Chrome,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3IJXV6UZ1YR5AZ9L83KST5YUH9UIRO,1,Approved,Mi Mai 17 21:59:53 MESZ 2017,Mi Mai 17 13:34:06 MESZ 2017,Mi Mai 17 13:39:53 MESZ 2017,Mi Mai 17 22:00:27 MESZ 2017,,,,,{},2.9246166666666666,[]
1,4803,white,black,5,"[u'two', u'', u'']",2,3,english,no,english,1,Male,26,,,Yes,2,Windows,1024,1280,Chrome,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3IJXV6UZ1YR5AZ9L83KST5YUH9UIRO,1,Approved,Mi Mai 17 21:59:53 MESZ 2017,Mi Mai 17 13:34:06 MESZ 2017,Mi Mai 17 13:39:53 MESZ 2017,Mi Mai 17 22:00:27 MESZ 2017,,,,,{},2.9246166666666666,[]
1,2953,white,black,5,"[u'one', u'', u'']",1,4,english,no,english,1,Male,26,,,Yes,2,Windows,1024,1280,Chrome,3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3TKN0IPJXHFU9H7RPWK0WU69HS112G,Language study,A 10-minute study where you fill in blanks,language research tuebingen fun cognitive science university,$0.80,Mi Mai 17 13:32:54 MESZ 2017,30,0,0,30,Reviewable,NotReviewed,1 cond,1800,30000,Fr Jun 16 13:32:54 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2W8QYINE4DVVMX4UZZ4JUW,3IJXV6UZ1YR5AZ9L83KST5YUH9UIRO,1,Approved,Mi Mai 17 21:59:53 MESZ 2017,Mi Mai 17 13:34:06 MESZ 2017,Mi Mai 17 13:39:53 MESZ 2017,Mi Mai 17 22:00:27 MESZ 2017,,,,,{},2.9246166666666666,[]
